stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
2991,,"Seniūnija",,54.86169,24.09761,http://www.stops.lt/kaunas/index.html#stop/353,,
2992,,"Šlienava",,54.86081,24.10838,http://www.stops.lt/kaunas/index.html#stop/348,,
2963,,"A. Mitkaus pagrindinė mokykla",,54.81570,23.87556,http://www.stops.lt/kaunas/index.html#stop/685,,
2964,,"A. Mitkaus pagrindinė mokykla",,54.81578,23.87544,http://www.stops.lt/kaunas/index.html#stop/686,,
2965,,"Rinkūnai",,54.81592,23.88428,http://www.stops.lt/kaunas/index.html#stop/687,,
2441,,"Universiteto centriniai rūmai",,54.89364,23.83487,http://www.stops.lt/kaunas/index.html#stop/120,,
15562,,"""Urmo"" turgus",,54.91613,23.99816,http://www.stops.lt/kaunas/index.html#stop/855,,
15068,,"Būrio g.",,54.85507,23.88063,http://www.stops.lt/kaunas/index.html#stop/806,,
15070,,"Technikumo g.",,54.85692,23.86583,http://www.stops.lt/kaunas/index.html#stop/807,,
15098,,"Vaitapilės g.",,54.85587,23.87510,http://www.stops.lt/kaunas/index.html#stop/811,,
15190,,"Žvalgų g.",,54.85629,23.87085,http://www.stops.lt/kaunas/index.html#stop/831,,
15600,,"Tilto g.",,54.86228,23.95816,http://www.stops.lt/kaunas/index.html#stop/864,,
4826,,"Seniava",,54.85137,23.90708,http://www.stops.lt/kaunas/index.html#stop/857,,
15576,,"Seniava",,54.85146,23.90711,http://www.stops.lt/kaunas/index.html#stop/858,,
15581,,"Titnago g.",,54.85020,23.92110,http://www.stops.lt/kaunas/index.html#stop/859,,
15582,,"Titnago g.",,54.85011,23.92122,http://www.stops.lt/kaunas/index.html#stop/860,,
2440,,"Universiteto  Mechanikos fakultetas",,54.89145,23.83471,http://www.stops.lt/kaunas/index.html#stop/119,,
2438,,"Universiteto bendrabučiai",,54.89285,23.82858,http://www.stops.lt/kaunas/index.html#stop/117,,
2439,,"Universiteto bendrabučiai",,54.89258,23.82870,http://www.stops.lt/kaunas/index.html#stop/118,,
2638,,"Partizanų g.",,54.92558,24.00016,http://www.stops.lt/kaunas/index.html#stop/345,,
15107,,"Birutės g.",,54.87060,23.97732,http://www.stops.lt/kaunas/index.html#stop/813,,
2437,,"Akademijos miestelis",,54.89495,23.82396,http://www.stops.lt/kaunas/index.html#stop/116,,
5112,,"Gervių g.",,54.91578,23.83527,http://www.stops.lt/kaunas/index.html#stop/719,,
2959,,"Bažnyčia",,54.82143,23.87317,http://www.stops.lt/kaunas/index.html#stop/681,,
2960,,"Bažnyčia",,54.82218,23.87332,http://www.stops.lt/kaunas/index.html#stop/682,,
2961,,"Biblioteka",,54.81703,23.87362,http://www.stops.lt/kaunas/index.html#stop/683,,
2962,,"Biblioteka",,54.81753,23.87377,http://www.stops.lt/kaunas/index.html#stop/684,,
2952,,"Jonučiai",,54.83556,23.87652,http://www.stops.lt/kaunas/index.html#stop/674,,
2953,,"Jonučiai",,54.83605,23.87697,http://www.stops.lt/kaunas/index.html#stop/675,,
2950,,"Ramybės g.",,54.84128,23.87866,http://www.stops.lt/kaunas/index.html#stop/672,,
2951,,"Ramybės g.",,54.84266,23.87947,http://www.stops.lt/kaunas/index.html#stop/673,,
2957,,"Tulpių g.",,54.82757,23.87355,http://www.stops.lt/kaunas/index.html#stop/679,,
2958,,"Tulpių g.",,54.82810,23.87402,http://www.stops.lt/kaunas/index.html#stop/680,,
2954,,"Vienybės g.",,54.83320,23.87587,http://www.stops.lt/kaunas/index.html#stop/676,,
2955,,"Vienybės g.",,54.83205,23.87522,http://www.stops.lt/kaunas/index.html#stop/677,,
14637,,"Autobusų stotis",,54.88906,23.92724,http://www.stops.lt/kaunas/index.html#stop/1005,,
14636,,"Kęstučio g.",,54.89549,23.92514,http://www.stops.lt/kaunas/index.html#stop/1004,,
2937,,"Sodininkų bendrija „Kaspinas“",,54.87823,24.07779,http://www.stops.lt/kaunas/index.html#stop/659,,
2938,,"Sodininkų bendrija „Kaspinas“",,54.87977,24.07924,http://www.stops.lt/kaunas/index.html#stop/660,,
2935,,"Sodininkų bendrija „Šaltinis“",,54.87493,24.07367,http://www.stops.lt/kaunas/index.html#stop/657,,
2936,,"Sodininkų bendrija „Šaltinis“",,54.87463,24.07305,http://www.stops.lt/kaunas/index.html#stop/658,,
2939,,"Žiegždriai",,54.88564,24.09141,http://www.stops.lt/kaunas/index.html#stop/661,,
15804,,"2-ieji Rokai",,54.82512,23.94879,http://www.stops.lt/kaunas/index.html#stop/887,,
15826,,"2-ieji Rokai",,54.82605,23.94892,http://www.stops.lt/kaunas/index.html#stop/896,,
15813,,"Girmuonys",,54.77554,23.95667,http://www.stops.lt/kaunas/index.html#stop/891,,
15816,,"Girmuonys",,54.77606,23.95671,http://www.stops.lt/kaunas/index.html#stop/892,,
15806,,"Paraželiai",,54.81327,23.95708,http://www.stops.lt/kaunas/index.html#stop/888,,
15824,,"Paraželiai",,54.81726,23.95778,http://www.stops.lt/kaunas/index.html#stop/895,,
15877,,"Rasos g.",,54.97643,24.07900,http://www.stops.lt/kaunas/index.html#stop/899,,
15808,,"Raželiai",,54.80287,23.96000,http://www.stops.lt/kaunas/index.html#stop/889,,
15822,,"Raželiai",,54.80751,23.95680,http://www.stops.lt/kaunas/index.html#stop/894,,
15811,,"Vainatrakis",,54.78878,23.96423,http://www.stops.lt/kaunas/index.html#stop/890,,
15820,,"Vainatrakis",,54.79221,23.96546,http://www.stops.lt/kaunas/index.html#stop/893,,
15888,,"Alsėdžių g.",,54.89067,23.94806,http://www.stops.lt/kaunas/index.html#stop/767a,,
15747,,"Lygioji g.",,54.87227,23.89819,http://www.stops.lt/kaunas/index.html#stop/883,,
15748,,"Lygioji g.",,54.87264,23.89774,http://www.stops.lt/kaunas/index.html#stop/884,,
15732,,"Prezidento V.Adamkaus gimnazija",,54.86625,23.90061,http://www.stops.lt/kaunas/index.html#stop/876,,
15836,,"Kaišiadorių g.",,54.89427,23.95579,http://www.stops.lt/kaunas/index.html#stop/4016a,,
15855,,"Prancūzų g.",,54.89387,23.95573,http://www.stops.lt/kaunas/index.html#stop/414a,,
15674,,"Amaliai",,54.89567,24.00779,http://www.stops.lt/kaunas/index.html#stop/872,,
15701,,"Chemijos g.",,54.89997,23.99941,http://www.stops.lt/kaunas/index.html#stop/873,,
15839,,"Amalė",,54.91289,24.01823,http://www.stops.lt/kaunas/index.html#stop/897,,
15840,,"Amalė",,54.91292,24.01892,http://www.stops.lt/kaunas/index.html#stop/898,,
15741,,"Jonučių g.",,54.85833,23.87187,http://www.stops.lt/kaunas/index.html#stop/877,,
15891,,"Vievio g.",,54.89332,23.95089,http://www.stops.lt/kaunas/index.html#stop/413a,,
15745,,"Mokolų g.",,54.86434,23.87181,http://www.stops.lt/kaunas/index.html#stop/881,,
15746,,"Mokolų g.",,54.86428,23.87181,http://www.stops.lt/kaunas/index.html#stop/882,,
15832,,"Alsėdžių g.",,54.89106,23.94867,http://www.stops.lt/kaunas/index.html#stop/416a,,
15743,,"Tirkiliškių g.",,54.86110,23.86957,http://www.stops.lt/kaunas/index.html#stop/879,,
15744,,"Tirkiliškių g.",,54.86124,23.86951,http://www.stops.lt/kaunas/index.html#stop/880,,
2662,,"Breslaujos g.",,54.89657,23.95646,http://www.stops.lt/kaunas/index.html#stop/371,,
14320,,"Breslaujos g.",,54.89694,23.95655,http://www.stops.lt/kaunas/index.html#stop/753,,
2656,,"6-asis fortas",,54.90116,23.97222,http://www.stops.lt/kaunas/index.html#stop/365,,
2657,,"6-asis fortas",,54.90136,23.97268,http://www.stops.lt/kaunas/index.html#stop/366,,
2660,,"Breslaujos g.",,54.89817,23.95763,http://www.stops.lt/kaunas/index.html#stop/369,,
2661,,"Breslaujos g.",,54.89786,23.95726,http://www.stops.lt/kaunas/index.html#stop/370,,
2658,,"Pašilės g.",,54.90067,23.96670,http://www.stops.lt/kaunas/index.html#stop/367,,
2659,,"Pašilės g.",,54.90088,23.96659,http://www.stops.lt/kaunas/index.html#stop/368,,
2688,,"Karių kapinės",,54.88025,23.94876,http://www.stops.lt/kaunas/index.html#stop/407,,
2689,,"Karių kapinės",,54.87915,23.94895,http://www.stops.lt/kaunas/index.html#stop/408,,
2687,,"Respublikinė Kauno ligoninė",,54.87864,23.94550,http://www.stops.lt/kaunas/index.html#stop/406,,
14550,,"Ašmenos 1-oji g.",,54.88244,23.94926,http://www.stops.lt/kaunas/index.html#stop/777,,
14551,,"Ašmenos 1-oji g.",,54.88268,23.94926,http://www.stops.lt/kaunas/index.html#stop/778,,
2692,,"Prancūzų g.",,54.89213,23.95458,http://www.stops.lt/kaunas/index.html#stop/411,,
2693,,"Prancūzų g.",,54.89227,23.95444,http://www.stops.lt/kaunas/index.html#stop/412,,
2694,,"Verkių g.",,54.89288,23.95409,http://www.stops.lt/kaunas/index.html#stop/413,,
2690,,"Žarėnų g.",,54.88643,23.95273,http://www.stops.lt/kaunas/index.html#stop/409,,
2691,,"Žarėnų g.",,54.88529,23.95147,http://www.stops.lt/kaunas/index.html#stop/410,,
15798,,"Žarėnų g.",,54.88515,23.95117,http://www.stops.lt/kaunas/index.html#stop/410a,,
14919,,"Europos pr.",,54.87483,23.89261,http://www.stops.lt/kaunas/index.html#stop/83,,
5099,,"Bitininkų g.",,54.87512,23.89411,http://www.stops.lt/kaunas/index.html#stop/706,,
5100,,"Bitininkų g.",,54.87518,23.89834,http://www.stops.lt/kaunas/index.html#stop/707,,
2478,,"Freda",,54.87516,23.91415,http://www.stops.lt/kaunas/index.html#stop/772,,
14542,,"M. K. Čiurlionio tiltas",,54.88033,23.92190,http://www.stops.lt/kaunas/index.html#stop/774,,
14543,,"M. K. Čiurlionio tiltas",,54.88046,23.92238,http://www.stops.lt/kaunas/index.html#stop/775,,
14546,,"M.K.Čiurlionio tiltas",,54.87982,23.92294,http://www.stops.lt/kaunas/index.html#stop/776,,
4926,,"Ž. E. Žilibero g.",,54.87560,23.90230,http://www.stops.lt/kaunas/index.html#stop/233,,
4927,,"Ž. E. Žilibero g.",,54.87529,23.90494,http://www.stops.lt/kaunas/index.html#stop/232,,
2948,,"K. Dulksnio g.",,54.84722,23.88082,http://www.stops.lt/kaunas/index.html#stop/670,,
2949,,"K. Dulksnio g.",,54.84788,23.88134,http://www.stops.lt/kaunas/index.html#stop/671,,
2486,,"Aleksoto gelžbetonis",,54.88367,23.91715,http://www.stops.lt/kaunas/index.html#stop/172,,
2487,,"Aleksoto gelžbetonis",,54.88390,23.91703,http://www.stops.lt/kaunas/index.html#stop/173,,
2484,,"Elevatorius",,54.88557,23.91317,http://www.stops.lt/kaunas/index.html#stop/170,,
2485,,"Elevatorius",,54.88589,23.91177,http://www.stops.lt/kaunas/index.html#stop/171,,
2480,,"H. ir O. Minkovskių g.",,54.89121,23.89743,http://www.stops.lt/kaunas/index.html#stop/166,,
2481,,"H. ir O. Minkovskių g.",,54.89130,23.89683,http://www.stops.lt/kaunas/index.html#stop/167,,
2488,,"M. K. Čiurlionio tiltas",,54.88149,23.92264,http://www.stops.lt/kaunas/index.html#stop/174,,
2489,,"M. K. Čiurlionio tiltas",,54.88166,23.92161,http://www.stops.lt/kaunas/index.html#stop/175,,
2482,,"Malūnas",,54.88908,23.90294,http://www.stops.lt/kaunas/index.html#stop/168,,
2483,,"Malūnas",,54.88848,23.90413,http://www.stops.lt/kaunas/index.html#stop/169,,
2436,,"Veiverių g.",,54.89265,23.89208,http://www.stops.lt/kaunas/index.html#stop/115,,
5113,,"Veiverių g.",,54.89250,23.89232,http://www.stops.lt/kaunas/index.html#stop/720,,
2493,,"Freda",,54.87114,23.92503,http://www.stops.lt/kaunas/index.html#stop/179,,
2494,,"Freda",,54.87087,23.92488,http://www.stops.lt/kaunas/index.html#stop/180,,
2495,,"Geležinkelio pervaža",,54.86390,23.92567,http://www.stops.lt/kaunas/index.html#stop/181,,
2496,,"Geležinkelio pervaža",,54.86366,23.92556,http://www.stops.lt/kaunas/index.html#stop/182,,
2499,,"Jiesia",,54.85844,23.92915,http://www.stops.lt/kaunas/index.html#stop/189,,
2500,,"Jiesia",,54.85870,23.92859,http://www.stops.lt/kaunas/index.html#stop/190,,
2490,,"Piliakalnio g.",,54.87439,23.92432,http://www.stops.lt/kaunas/index.html#stop/176,,
2491,,"Piliakalnio g.",,54.87535,23.92329,http://www.stops.lt/kaunas/index.html#stop/177,,
2465,,"2-asis fortas",,54.85716,23.88514,http://www.stops.lt/kaunas/index.html#stop/147,,
2947,,"2-asis fortas",,54.85598,23.88418,http://www.stops.lt/kaunas/index.html#stop/669,,
2450,,"Aleksoto poliklinika",,54.88599,23.89561,http://www.stops.lt/kaunas/index.html#stop/131,,
2451,,"Aleksoto poliklinika",,54.88512,23.89505,http://www.stops.lt/kaunas/index.html#stop/132,,
2452,,"Europos pr.",,54.87558,23.89179,http://www.stops.lt/kaunas/index.html#stop/133,,
2453,,"Europos pr.",,54.87439,23.89101,http://www.stops.lt/kaunas/index.html#stop/134,,
2456,,"Julijanavos g.",,54.86987,23.88961,http://www.stops.lt/kaunas/index.html#stop/137,,
2457,,"Julijanavos g.",,54.86820,23.88869,http://www.stops.lt/kaunas/index.html#stop/138,,
2463,,"Lazdijų g.",,54.86373,23.88729,http://www.stops.lt/kaunas/index.html#stop/145,,
